127.0.0.1 - - [07/Sep/2015:21:43:18 +0800] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:44:08 +0800] "GET /DashBoard/bower_components/bootstrap/dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:44:08 +0800] "GET /DashBoard/bower_components/metisMenu/dist/metisMenu.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:44:08 +0800] "GET /DashBoard/dist/css/sb-admin-2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:44:08 +0800] "GET /DashBoard/bower_components/font-awesome/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:44:08 +0800] "GET /DashBoard/images/logo_login.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:44:08 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:44:08 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.md5.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:44:08 +0800] "GET /DashBoard/bower_components/bootstrap/dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:44:08 +0800] "GET /DashBoard/bower_components/metisMenu/dist/metisMenu.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:44:08 +0800] "GET /DashBoard/dist/js/sb-admin-2.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:44:08 +0800] "GET /DashBoard/js/login.js HTTP/1.1" 200 2433
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:44:08 +0800] "GET /DashBoard/images/login_bg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:44:09 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:44:09 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:44:53 +0800] "GET /DashBoard/su/login?username=test&password=Flk!2015 HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:44:53 +0800] "GET /DashBoard/pages/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:44:53 +0800] "GET /DashBoard/dist/css/timeline.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:44:53 +0800] "GET /DashBoard/js/common.js HTTP/1.1" 200 5686
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:44:53 +0800] "GET /DashBoard/js/index.js HTTP/1.1" 200 1619
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:44:53 +0800] "GET /DashBoard/bower_components/morrisjs/morris.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:44:53 +0800] "GET /DashBoard/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:02 +0800] "GET /DashBoard/pages/steward.html HTTP/1.1" 200 24133
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:02 +0800] "GET /DashBoard/bower_components/font-awesome/fonts/fontawesome-webfont.ttf?v=4.2.0 HTTP/1.1" 200 112160
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:02 +0800] "GET /DashBoard/bower_components/font-awesome/fonts/fontawesome-webfont.woff?v=4.2.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:02 +0800] "GET /DashBoard/bower_components/daterangepicker/daterangepicker-bs3.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:02 +0800] "GET /DashBoard/bower_components/datatables-responsive/css/dataTables.responsive.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:02 +0800] "GET /DashBoard/bower_components/datetimepicker/bootstrap-datetimepicker.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:02 +0800] "GET /DashBoard/bower_components/datetimepicker/bootstrap-datetimepicker.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:02 +0800] "GET /DashBoard/bower_components/font-awesome/fonts/fontawesome-webfont.woff?v=4.2.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:02 +0800] "GET /DashBoard/js/steward.js HTTP/1.1" 200 3709
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:02 +0800] "GET /DashBoard/bower_components/datetimepicker/bootstrap-datetimepicker.zh-CN.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:02 +0800] "GET /DashBoard/bower_components/daterangepicker/moment.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:02 +0800] "GET /DashBoard/bower_components/daterangepicker/daterangepicker.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:03 +0800] "GET /DashBoard/planeinfo/getplanelist?org=spring&page=1&rows=10 HTTP/1.1" 200 44
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:12 +0800] "GET /DashBoard/pages/electricity.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:30 +0800] "GET /DashBoard/action/getstewardorderinfo?org=spring&plane=B-9940&start=1441036800000&end=1441555200000 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:30 +0800] "GET /DashBoard/images/battery_25.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:30 +0800] "GET /DashBoard/js/electricity.js HTTP/1.1" 200 1934
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:30 +0800] "GET /DashBoard/images/battery_75.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:30 +0800] "GET /DashBoard/images/battery_50.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:30 +0800] "GET /DashBoard/images/loading.gif HTTP/1.1" 200 3208
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:30 +0800] "GET /DashBoard/images/battery_full.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:34 +0800] "GET /DashBoard/pages/ife.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:34 +0800] "GET /DashBoard/js/ife.js HTTP/1.1" 200 15733
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:34 +0800] "GET /DashBoard/dist/chart/echarts-all.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:40 +0800] "GET /DashBoard/action/getstewardloginoutinfo?org=spring&plane=B-9940&start=1441036800000&end=1441555200000 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:44 +0800] "GET /DashBoard/planeinfo/getplanelist?org=spring&page=1&rows=10 HTTP/1.1" 200 44
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:45:56 +0800] "GET /DashBoard/status/getifeupdowninfo?org=spring&plane=B-FL01&start=1441468800000&end=1441555200000&optionalParams= HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:46:11 +0800] "GET /DashBoard/status/getheartbeatrecord?org=spring&plane=B-FL01&start=1441468800000&end=1441555200000&optionalParams= HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:46:37 +0800] "GET /DashBoard/status/getplaneinfo?org=spring&plane=B-FL01&start=1441468800000&end=1441555200000&optionalParams= HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:46:44 +0800] "GET /DashBoard/status/getplanestatus?org=spring&plane=B-FL01&start=1441468800000&end=1441555200000&optionalParams= HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:47:01 +0800] "GET /DashBoard/status/getsystemstatus?org=spring&plane=B-FL01&start=1441468800000&end=1441555200000&optionalParams= HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:47:17 +0800] "GET /DashBoard/usage/getbatteryusageinfo?org=spring&day=1440777600000 HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:48:04 +0800] "GET /DashBoard/pages/steward.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:48:04 +0800] "GET /DashBoard/js/common.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:48:04 +0800] "GET /DashBoard/js/steward.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:48:14 +0800] "GET /DashBoard/action/getstewardorderinfo?org=spring&plane=B-9940&start=1441036800000&end=1441555200000 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:48:42 +0800] "GET /DashBoard/action/getstewardloginoutinfo?org=spring&plane=B-9940&start=1441036800000&end=1441555200000 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:49:00 +0800] "GET /DashBoard/action/getstewardloginoutinfo?org=spring&plane=B-9940&start=1438963200000&end=1439481600000 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:21:49:07 +0800] "GET /DashBoard/action/getstewardorderinfo?org=spring&plane=B-9940&start=1438963200000&end=1439481600000 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:22:28:38 +0800] "GET /DashBoard/js/ife.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:22:28:38 +0800] "GET /DashBoard/js/common.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:22:28:38 +0800] "GET /DashBoard/planeinfo/getplanelist?org=spring&page=1&rows=10 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:34 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:34 +0800] "GET /DashBoard/pages/ife.html HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:34 +0800] "GET /DashBoard/pages/login.html HTTP/1.1" 200 3981
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:34 +0800] "GET /DashBoard/pages/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:35 +0800] "GET /DashBoard/bower_components/bootstrap/dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:35 +0800] "GET /DashBoard/bower_components/metisMenu/dist/metisMenu.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:35 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:36 +0800] "GET /DashBoard/bower_components/font-awesome/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:36 +0800] "GET /DashBoard/bower_components/bootstrap/dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:36 +0800] "GET /DashBoard/dist/css/sb-admin-2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:36 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.md5.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:36 +0800] "GET /DashBoard/bower_components/metisMenu/dist/metisMenu.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:36 +0800] "GET /DashBoard/dist/js/sb-admin-2.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:36 +0800] "GET /DashBoard/images/logo_login.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:36 +0800] "GET /DashBoard/images/login_bg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:36 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:36 +0800] "GET /DashBoard/pages/login.html HTTP/1.1" 200 3981
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:36 +0800] "GET /DashBoard/js/login.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:39 +0800] "GET /DashBoard/su/login?username=test&password=Flk!2015 HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:40 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:40 +0800] "GET /DashBoard/js/common.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:40 +0800] "GET /DashBoard/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:43 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:43 +0800] "GET /DashBoard/js/electricity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:44 +0800] "GET /DashBoard/images/loading.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:45 +0800] "GET /DashBoard/pages/steward.html HTTP/1.1" 200 24328
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:46 +0800] "GET /DashBoard/js/steward.js HTTP/1.1" 200 3741
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:46 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:46 +0800] "GET /DashBoard/planeinfo/getplanelist?org=spring&page=1&rows=10 HTTP/1.1" 200 44
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:17:50 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:18:00 +0800] "GET /DashBoard/action/getstewardloginoutinfo?org=spring&plane=B-9940&start=1441036800000&end=1441555200000 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:18:16 +0800] "GET /DashBoard/action/getstewardorderinfo?org=spring&plane=B-9940&start=1441036800000&end=1441555200000 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:18:16 +0800] "GET /DashBoard/planeinfo/getplanelist?org=spring&page=1&rows=10 HTTP/1.1" 200 44
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:18:16 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:18:19 +0800] "GET /DashBoard/action/getstewardloginoutinfo?org=spring&plane=B-9940&start=1441036800000&end=1441555200000 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:18:19 +0800] "GET /DashBoard/action/getstewardloginoutinfo?org=spring&plane=B-9940&start=1441036800000&end=1441555200000 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:18:19 +0800] "GET /DashBoard/action/getstewardorderinfo?org=spring&plane=B-9940&start=1441036800000&end=1441555200000 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:18:29 +0800] "GET /DashBoard/action/getstewardorderinfo?org=spring&plane=B-9940&start=1441036800000&end=1441555200000 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:18:32 +0800] "GET /DashBoard/action/getstewardorderinfo?org=spring&plane=B-9940&start=1441036800000&end=1441555200000 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:18:35 +0800] "GET /DashBoard/action/getstewardloginoutinfo?org=spring&plane=B-9940&start=1441036800000&end=1441555200000 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:18:51 +0800] "GET /DashBoard/action/getstewardloginoutinfo?org=spring&plane=B-9940&start=1441036800000&end=1441555200000 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:18:51 +0800] "GET /DashBoard/action/getstewardorderinfo?org=spring&plane=B-9940&start=1441036800000&end=1441555200000 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:19:15 +0800] "GET /DashBoard/action/getstewardloginoutinfo?org=spring&plane=B-9940&start=1441036800000&end=1441555200000 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:19:15 +0800] "GET /DashBoard/action/getstewardorderinfo?org=spring&plane=B-9940&start=1441036800000&end=1441555200000 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:19:19 +0800] "GET /DashBoard/action/getstewardorderinfo?org=spring&plane=B-9940&start=1438963200000&end=1439481600000 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:19:22 +0800] "GET /DashBoard/action/getstewardloginoutinfo?org=spring&plane=B-9940&start=1438963200000&end=1439481600000 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2015:23:19:26 +0800] "GET /DashBoard/usage/getbatteryusageinfo?org=spring&day=1440777600000 HTTP/1.1" 200 233
